age;job;marital;education;default;housing;loan;contact;month;day_of_week;duration;campaign;pdays;previous;poutcome;emp_var_rate;cons_price_idx;cons_conf_idx;euribor3m;nr_employed;y;y_numeric
55;admin.;married;high.school;no;no;no;cellular;apr;tue;163;2;999;0;nonexistent;-1.8;93.075;-47.1;1.423;5099.1;no;0
46;unemployed;divorced;basic.9y;no;no;no;telephone;may;fri;314;1;999;0;nonexistent;1.1;93.994;-36.4;4.864;5191.0;no;0
33;technician;married;high.school;no;yes;no;cellular;may;thu;90;5;999;0;nonexistent;-1.8;92.89299999999999;-46.2;1.266;5099.1;no;0
28;services;married;high.school;no;unknown;unknown;cellular;jul;thu;81;4;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.968;5228.1;no;0
24;student;single;high.school;no;yes;no;cellular;apr;thu;88;1;999;0;nonexistent;-1.8;93.075;-47.1;1.365;5099.1;no;0
40;admin.;married;university.degree;no;yes;yes;telephone;may;wed;786;2;999;0;nonexistent;1.1;93.994;-36.4;4.8580000000000005;5191.0;no;0
60;retired;married;basic.6y;no;yes;no;cellular;apr;mon;579;2;999;1;failure;-1.8;93.075;-47.1;1.405;5099.1;no;0
33;blue-collar;married;high.school;unknown;no;no;telephone;may;tue;25;6;999;0;nonexistent;-1.8;92.89299999999999;-46.2;1.291;5099.1;no;0
28;unemployed;single;basic.4y;no;yes;no;cellular;apr;thu;156;2;999;0;nonexistent;-1.8;93.075;-47.1;1.365;5099.1;no;0
28;blue-collar;married;basic.4y;no;no;yes;cellular;may;tue;337;1;999;0;nonexistent;-1.8;92.89299999999999;-46.2;1.291;5099.1;no;0
29;admin.;single;university.degree;no;no;no;cellular;jul;wed;164;6;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.957;5228.1;no;0
31;services;divorced;high.school;no;yes;yes;cellular;nov;mon;90;1;999;0;nonexistent;-0.1;93.2;-42.0;4.191;5195.8;no;0
35;entrepreneur;married;high.school;no;no;no;cellular;jul;wed;1084;4;999;0;nonexistent;-2.9;92.469;-33.6;0.9329999999999999;5076.2;yes;1
35;blue-collar;single;basic.4y;unknown;no;no;cellular;jul;fri;260;2;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;5228.1;no;0
32;blue-collar;married;basic.9y;no;yes;no;telephone;may;fri;108;3;999;0;nonexistent;1.1;93.994;-36.4;4.864;5191.0;no;0
35;unemployed;married;university.degree;no;no;no;cellular;oct;thu;344;1;6;1;success;-3.4;92.431;-26.9;0.733;5017.5;yes;1
42;services;divorced;university.degree;no;unknown;unknown;cellular;nov;tue;262;1;999;1;failure;-1.1;94.76700000000001;-50.8;1.046;4963.6;yes;1
35;blue-collar;married;basic.9y;no;yes;no;cellular;may;wed;248;1;999;0;nonexistent;-1.8;92.89299999999999;-46.2;1.334;5099.1;no;0
39;technician;married;professional.course;no;no;no;telephone;may;wed;151;2;999;0;nonexistent;1.1;93.994;-36.4;4.859;5191.0;no;0
39;self-employed;married;university.degree;no;no;yes;telephone;jun;mon;72;1;999;0;nonexistent;1.4;94.465;-41.8;4.961;5228.1;no;0
53;admin.;single;university.degree;unknown;yes;no;telephone;may;wed;122;2;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191.0;no;0
38;blue-collar;divorced;basic.6y;no;yes;yes;cellular;apr;mon;37;1;999;1;failure;-1.8;93.075;-47.1;1.405;5099.1;no;0
58;self-employed;divorced;unknown;no;yes;no;telephone;may;thu;491;2;999;0;nonexistent;1.1;93.994;-36.4;4.86;5191.0;no;0
55;blue-collar;married;basic.9y;unknown;yes;no;cellular;aug;mon;304;4;999;0;nonexistent;1.4;93.444;-36.1;4.965;5228.1;no;0
58;housemaid;married;basic.4y;no;no;no;cellular;aug;tue;168;5;999;0;nonexistent;1.4;93.444;-36.1;4.966;5228.1;no;0
23;blue-collar;single;basic.9y;no;yes;no;cellular;jul;thu;268;5;999;1;failure;-1.7;94.215;-40.3;0.846;4991.6;yes;1
34;technician;married;professional.course;no;yes;yes;cellular;nov;fri;379;2;999;0;nonexistent;-0.1;93.2;-42.0;4.021;5195.8;no;0
35;admin.;married;high.school;unknown;no;no;cellular;jul;fri;114;1;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;5228.1;no;0
40;blue-collar;married;basic.9y;unknown;no;no;cellular;nov;tue;113;3;999;0;nonexistent;-0.1;93.2;-42.0;4.1530000000000005;5195.8;no;0
44;blue-collar;married;unknown;unknown;yes;no;telephone;may;tue;336;3;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0;no;0
37;blue-collar;married;professional.course;unknown;yes;no;telephone;may;wed;94;1;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0;no;0
37;admin.;married;university.degree;no;yes;no;telephone;may;thu;72;12;999;0;nonexistent;1.1;93.994;-36.4;4.86;5191.0;no;0
33;services;divorced;unknown;no;no;no;cellular;jul;mon;66;1;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.96;5228.1;no;0
34;admin.;single;basic.6y;no;no;no;cellular;may;thu;22;11;999;0;nonexistent;-1.8;92.89299999999999;-46.2;1.327;5099.1;no;0
43;admin.;married;university.degree;no;yes;yes;telephone;may;wed;37;3;999;0;nonexistent;1.1;93.994;-36.4;4.859;5191.0;no;0
46;blue-collar;married;basic.9y;unknown;yes;no;cellular;apr;mon;250;2;999;0;nonexistent;-1.8;93.075;-47.1;1.405;5099.1;no;0
51;blue-collar;married;basic.6y;no;yes;no;telephone;may;fri;91;9;999;0;nonexistent;1.1;93.994;-36.4;4.864;5191.0;no;0
51;blue-collar;married;basic.9y;no;yes;no;telephone;jun;mon;159;1;999;0;nonexistent;1.4;94.465;-41.8;4.865;5228.1;no;0
46;unknown;married;basic.4y;unknown;no;no;telephone;may;tue;257;2;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0;no;0
57;technician;single;university.degree;unknown;yes;yes;cellular;aug;thu;433;3;999;0;nonexistent;1.4;93.444;-36.1;4.9639999999999995;5228.1;no;0
52;blue-collar;married;basic.9y;unknown;yes;no;telephone;aug;tue;132;4;999;0;nonexistent;1.4;93.444;-36.1;4.963;5228.1;no;0
50;blue-collar;married;basic.4y;unknown;no;yes;telephone;may;tue;600;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191.0;no;0
45;self-employed;divorced;university.degree;no;yes;no;telephone;may;thu;229;4;999;0;nonexistent;1.1;93.994;-36.4;4.86;5191.0;no;0
32;technician;single;high.school;no;no;no;cellular;jul;mon;147;1;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.96;5228.1;no;0
52;blue-collar;married;basic.4y;no;yes;no;telephone;may;mon;253;2;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0;no;0
36;admin.;married;university.degree;unknown;no;no;cellular;aug;tue;28;13;999;0;nonexistent;1.4;93.444;-36.1;4.963;5228.1;no;0
45;management;married;university.degree;no;yes;no;cellular;jul;thu;391;1;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.968;5228.1;no;0
31;services;married;high.school;no;no;no;telephone;may;tue;166;2;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0;no;0
35;blue-collar;divorced;high.school;unknown;yes;no;telephone;may;tue;61;2;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191.0;no;0
47;services;married;basic.6y;no;yes;yes;telephone;jun;fri;150;2;999;0;nonexistent;1.4;94.465;-41.8;4.959;5228.1;no;0
47;management;married;high.school;no;no;no;cellular;aug;thu;276;1;999;0;nonexistent;1.4;93.444;-36.1;4.968;5228.1;no;0
42;services;married;high.school;no;no;no;telephone;may;fri;137;3;999;0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;no;0
59;technician;married;professional.course;no;yes;no;cellular;may;fri;43;1;999;0;nonexistent;-1.8;92.89299999999999;-46.2;1.2590000000000001;5099.1;no;0
41;blue-collar;married;basic.4y;unknown;yes;no;telephone;may;thu;151;2;999;0;nonexistent;1.1;93.994;-36.4;4.86;5191.0;no;0
37;technician;divorced;high.school;no;no;no;cellular;apr;fri;188;1;999;0;nonexistent;-1.8;93.075;-47.1;1.405;5099.1;no;0
28;admin.;married;university.degree;no;no;no;cellular;apr;thu;115;2;999;1;failure;-1.8;93.075;-47.1;1.365;5099.1;no;0
51;blue-collar;married;high.school;no;no;no;telephone;may;fri;147;1;999;0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;no;0
37;technician;single;university.degree;no;yes;no;cellular;apr;mon;6;2;999;0;nonexistent;-1.8;93.075;-47.1;1.405;5099.1;no;0
31;services;divorced;professional.course;no;no;no;cellular;nov;tue;68;1;999;1;failure;-0.1;93.2;-42.0;4.1530000000000005;5195.8;no;0
49;blue-collar;married;basic.9y;unknown;yes;no;telephone;jul;tue;158;2;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.955;5228.1;no;0
71;retired;married;basic.4y;no;yes;no;cellular;jul;thu;519;2;9;3;failure;-1.7;94.215;-40.3;0.899;4991.6;yes;1
43;admin.;married;high.school;unknown;no;no;cellular;may;wed;431;2;999;0;nonexistent;-1.8;92.89299999999999;-46.2;1.281;5099.1;no;0
59;technician;married;unknown;unknown;unknown;unknown;telephone;jun;thu;247;2;999;0;nonexistent;1.4;94.465;-41.8;4.8660000000000005;5228.1;no;0
29;services;married;high.school;no;yes;no;telephone;may;thu;558;6;999;0;nonexistent;1.1;93.994;-36.4;4.86;5191.0;no;0
30;technician;single;university.degree;no;no;no;cellular;nov;thu;59;2;999;0;nonexistent;-0.1;93.2;-42.0;4.0760000000000005;5195.8;no;0
35;admin.;married;high.school;no;yes;no;telephone;may;tue;166;2;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191.0;no;0
39;blue-collar;single;basic.9y;no;yes;yes;cellular;may;mon;78;3;3;1;success;-1.8;92.89299999999999;-46.2;1.354;5099.1;no;0
56;retired;married;basic.9y;no;yes;yes;telephone;may;wed;71;4;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191.0;no;0
36;services;married;high.school;no;yes;no;telephone;may;mon;195;4;999;0;nonexistent;1.1;93.994;-36.4;4.8580000000000005;5191.0;no;0
34;services;single;high.school;no;yes;no;cellular;may;thu;230;1;999;0;nonexistent;-1.8;92.89299999999999;-46.2;1.327;5099.1;no;0
45;technician;married;university.degree;unknown;yes;no;cellular;aug;mon;372;1;999;0;nonexistent;1.4;93.444;-36.1;4.97;5228.1;no;0
41;unknown;married;unknown;no;yes;yes;cellular;aug;mon;653;2;999;0;nonexistent;1.4;93.444;-36.1;4.97;5228.1;no;0
36;technician;married;basic.9y;unknown;yes;no;telephone;may;tue;284;2;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0;no;0
40;admin.;single;university.degree;no;yes;yes;telephone;may;mon;190;2;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0;no;0
27;services;single;high.school;no;no;yes;telephone;sep;mon;35;1;999;0;nonexistent;-1.1;94.199;-37.5;0.882;4963.6;no;0
32;technician;single;university.degree;no;no;no;telephone;may;wed;141;1;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0;no;0
29;admin.;single;high.school;no;yes;no;telephone;nov;mon;207;1;6;1;success;-1.1;94.76700000000001;-50.8;1.05;4963.6;no;0
58;blue-collar;married;basic.4y;unknown;yes;no;cellular;jul;mon;86;2;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.96;5228.1;no;0
40;admin.;divorced;university.degree;no;yes;no;telephone;may;tue;189;3;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0;no;0
53;housemaid;married;professional.course;unknown;yes;no;telephone;jun;mon;251;4;999;0;nonexistent;1.4;94.465;-41.8;4.865;5228.1;no;0
31;services;married;high.school;no;yes;no;telephone;jun;wed;68;3;999;0;nonexistent;1.4;94.465;-41.8;4.959;5228.1;no;0
44;services;married;high.school;unknown;yes;no;telephone;may;thu;1263;2;999;0;nonexistent;1.1;93.994;-36.4;4.86;5191.0;yes;1
45;blue-collar;married;basic.6y;unknown;no;no;telephone;may;tue;858;6;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0;yes;1
42;technician;divorced;professional.course;no;yes;no;cellular;aug;mon;151;1;999;0;nonexistent;1.4;93.444;-36.1;4.97;5228.1;no;0
35;services;married;high.school;no;yes;no;cellular;jul;tue;377;4;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.961;5228.1;no;0
38;admin.;married;university.degree;no;no;no;cellular;aug;fri;14;9;999;0;nonexistent;1.4;93.444;-36.1;4.963;5228.1;no;0
43;entrepreneur;married;basic.9y;no;yes;no;telephone;may;wed;139;2;999;0;nonexistent;1.1;93.994;-36.4;4.8580000000000005;5191.0;no;0
44;technician;married;professional.course;unknown;no;no;telephone;jun;mon;312;3;999;0;nonexistent;1.4;94.465;-41.8;4.865;5228.1;no;0
32;admin.;single;university.degree;no;no;no;cellular;aug;fri;47;4;999;0;nonexistent;1.4;93.444;-36.1;4.9639999999999995;5228.1;no;0
33;services;divorced;high.school;no;no;no;cellular;jul;thu;654;1;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.958;5228.1;no;0
42;admin.;divorced;high.school;no;no;no;cellular;apr;mon;190;2;999;1;failure;-1.8;93.075;-47.1;1.405;5099.1;no;0
23;student;single;high.school;no;no;no;cellular;aug;mon;80;1;999;0;nonexistent;-2.9;92.20100000000001;-31.4;0.861;5076.2;no;0
31;unemployed;married;university.degree;no;yes;no;cellular;aug;thu;22;4;999;0;nonexistent;1.4;93.444;-36.1;4.962;5228.1;no;0
40;self-employed;married;university.degree;no;yes;no;cellular;aug;thu;141;1;999;0;nonexistent;1.4;93.444;-36.1;4.9639999999999995;5228.1;no;0
32;admin.;single;basic.9y;no;yes;no;cellular;jul;thu;77;2;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.958;5228.1;no;0
40;blue-collar;married;unknown;unknown;no;no;cellular;may;fri;265;1;999;1;failure;-1.8;92.89299999999999;-46.2;1.3130000000000002;5099.1;no;0
54;services;married;high.school;no;no;no;cellular;nov;mon;193;1;999;0;nonexistent;-0.1;93.2;-42.0;4.191;5195.8;no;0
38;technician;married;university.degree;no;yes;yes;cellular;aug;tue;76;1;999;0;nonexistent;1.4;93.444;-36.1;4.966;5228.1;no;0
51;unemployed;married;high.school;no;no;no;telephone;jun;thu;93;3;999;0;nonexistent;1.4;94.465;-41.8;4.8660000000000005;5228.1;no;0
36;self-employed;divorced;university.degree;no;yes;yes;telephone;jun;mon;372;2;999;0;nonexistent;1.4;94.465;-41.8;4.865;5228.1;no;0
33;blue-collar;divorced;basic.9y;no;no;no;telephone;jun;thu;149;3;999;0;nonexistent;1.4;94.465;-41.8;4.961;5228.1;no;0
44;admin.;single;university.degree;no;no;no;cellular;aug;mon;207;1;6;1;success;-2.9;92.20100000000001;-31.4;0.861;5076.2;yes;1
33;technician;single;university.degree;no;yes;yes;cellular;aug;tue;131;3;999;0;nonexistent;1.4;93.444;-36.1;4.963;5228.1;no;0
50;technician;single;professional.course;no;yes;yes;cellular;jun;thu;78;1;999;0;nonexistent;-2.9;92.963;-40.8;1.26;5076.2;no;0
32;blue-collar;married;basic.6y;no;yes;yes;telephone;jun;wed;440;1;999;0;nonexistent;1.4;94.465;-41.8;4.962;5228.1;no;0
45;management;married;unknown;unknown;no;no;telephone;may;thu;178;1;999;0;nonexistent;1.1;93.994;-36.4;4.86;5191.0;no;0
56;admin.;married;high.school;no;yes;no;telephone;may;fri;49;1;999;0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;no;0
42;admin.;married;university.degree;no;no;no;cellular;aug;wed;150;2;999;0;nonexistent;1.4;93.444;-36.1;4.967;5228.1;no;0
60;services;married;high.school;no;yes;no;telephone;may;thu;154;1;999;0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;no;0
54;technician;single;university.degree;no;yes;no;cellular;may;thu;333;1;999;1;failure;-1.8;92.89299999999999;-46.2;1.327;5099.1;no;0
33;admin.;married;university.degree;no;yes;no;cellular;mar;wed;235;3;4;1;success;-1.8;93.369;-34.8;0.655;5008.7;yes;1
44;technician;divorced;professional.course;unknown;yes;no;cellular;aug;thu;145;1;999;0;nonexistent;1.4;93.444;-36.1;4.9639999999999995;5228.1;no;0
47;entrepreneur;married;high.school;no;unknown;unknown;cellular;aug;fri;86;3;999;0;nonexistent;1.4;93.444;-36.1;4.966;5228.1;no;0
30;management;married;university.degree;no;no;no;cellular;mar;mon;116;1;999;0;nonexistent;-1.8;92.84299999999999;-50.0;1.811;5099.1;yes;1
37;services;single;high.school;no;yes;no;cellular;jun;mon;195;3;999;0;nonexistent;-2.9;92.963;-40.8;1.266;5076.2;no;0
36;unknown;single;unknown;no;no;no;cellular;jul;fri;295;2;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.962;5228.1;no;0
48;admin.;married;university.degree;no;no;no;cellular;nov;thu;364;1;999;0;nonexistent;-0.1;93.2;-42.0;4.0760000000000005;5195.8;no;0
38;student;single;university.degree;no;no;no;telephone;jun;mon;194;4;999;0;nonexistent;1.4;94.465;-41.8;4.865;5228.1;no;0
28;blue-collar;single;basic.4y;unknown;no;no;cellular;jul;tue;67;5;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.961;5228.1;no;0
58;technician;married;university.degree;unknown;yes;no;cellular;jul;thu;160;1;999;0;nonexistent;-2.9;92.469;-33.6;1.072;5076.2;no;0
29;services;married;high.school;unknown;yes;no;cellular;may;thu;161;1;999;1;failure;-1.8;92.89299999999999;-46.2;1.266;5099.1;no;0
27;technician;married;basic.9y;no;no;yes;telephone;may;tue;245;2;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0;no;0
41;blue-collar;married;basic.9y;no;yes;no;cellular;may;wed;152;1;999;1;failure;-1.8;92.89299999999999;-46.2;1.281;5099.1;no;0
47;admin.;single;university.degree;unknown;yes;yes;telephone;may;thu;656;1;999;0;nonexistent;1.1;93.994;-36.4;4.86;5191.0;no;0
52;housemaid;married;basic.4y;no;no;yes;cellular;jul;fri;183;2;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;5228.1;no;0
26;blue-collar;married;basic.9y;no;yes;no;telephone;jun;mon;123;2;999;0;nonexistent;1.4;94.465;-41.8;4.958;5228.1;no;0
33;technician;married;basic.9y;no;no;no;telephone;may;mon;493;1;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0;no;0
40;blue-collar;married;basic.9y;unknown;yes;no;cellular;apr;thu;283;1;999;0;nonexistent;-1.8;93.075;-47.1;1.41;5099.1;no;0
36;management;single;high.school;no;unknown;unknown;telephone;jun;thu;184;1;999;0;nonexistent;1.4;94.465;-41.8;4.961;5228.1;no;0
38;admin.;married;high.school;no;no;no;telephone;may;tue;213;3;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191.0;no;0
34;admin.;divorced;university.degree;no;yes;no;cellular;apr;fri;649;1;999;0;nonexistent;-1.8;93.075;-47.1;1.405;5099.1;no;0
35;admin.;single;university.degree;no;yes;no;cellular;aug;mon;773;2;999;0;nonexistent;1.4;93.444;-36.1;4.963;5228.1;yes;1
44;services;married;unknown;no;no;yes;cellular;jun;mon;151;1;999;0;nonexistent;-2.9;92.963;-40.8;1.26;5076.2;yes;1
32;admin.;married;university.degree;no;no;no;cellular;aug;tue;588;3;999;0;nonexistent;1.4;93.444;-36.1;4.966;5228.1;no;0
41;blue-collar;married;basic.6y;no;no;no;cellular;apr;fri;412;1;999;1;failure;-1.8;93.075;-47.1;1.405;5099.1;no;0
32;admin.;married;university.degree;no;no;no;cellular;jul;wed;226;2;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.962;5228.1;no;0
39;admin.;married;university.degree;no;yes;no;telephone;jun;mon;490;1;999;0;nonexistent;1.4;94.465;-41.8;4.865;5228.1;no;0
40;technician;single;professional.course;no;yes;no;telephone;jun;fri;87;3;999;0;nonexistent;1.4;94.465;-41.8;4.959;5228.1;no;0
31;services;married;high.school;no;yes;no;cellular;jul;thu;129;1;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;5228.1;no;0
35;admin.;married;high.school;no;yes;yes;telephone;jun;fri;14;9;999;0;nonexistent;1.4;94.465;-41.8;4.959;5228.1;no;0
38;technician;married;professional.course;no;yes;no;cellular;aug;mon;479;1;999;0;nonexistent;1.4;93.444;-36.1;4.965;5228.1;yes;1
74;retired;married;university.degree;no;no;no;cellular;apr;thu;200;1;999;0;nonexistent;-1.8;93.749;-34.6;0.644;5008.7;yes;1
38;services;single;basic.9y;unknown;yes;no;telephone;may;wed;203;2;999;0;nonexistent;1.1;93.994;-36.4;4.8580000000000005;5191.0;no;0
43;blue-collar;divorced;basic.9y;no;yes;no;telephone;may;fri;169;3;999;0;nonexistent;1.1;93.994;-36.4;4.859;5191.0;no;0
47;management;divorced;university.degree;no;no;no;telephone;jun;fri;8;3;999;0;nonexistent;1.4;94.465;-41.8;4.959;5228.1;no;0
37;blue-collar;married;basic.4y;no;no;no;cellular;apr;fri;180;2;999;0;nonexistent;-1.8;93.075;-47.1;1.405;5099.1;no;0
40;management;divorced;university.degree;unknown;yes;yes;telephone;may;fri;201;3;999;0;nonexistent;1.1;93.994;-36.4;4.864;5191.0;no;0
56;services;married;high.school;no;no;no;cellular;aug;tue;173;1;999;0;nonexistent;1.4;93.444;-36.1;4.965;5228.1;no;0
35;entrepreneur;married;university.degree;unknown;yes;yes;telephone;may;thu;253;2;999;0;nonexistent;1.1;93.994;-36.4;4.86;5191.0;no;0
28;student;married;university.degree;unknown;yes;no;telephone;apr;fri;98;1;999;0;nonexistent;-1.8;93.075;-47.1;1.405;5099.1;no;0
52;technician;married;professional.course;no;no;no;cellular;jul;thu;71;1;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.962;5228.1;no;0
35;entrepreneur;married;high.school;no;no;yes;telephone;jun;tue;340;2;999;0;nonexistent;1.4;94.465;-41.8;4.864;5228.1;no;0
54;unemployed;married;high.school;no;no;no;telephone;jun;wed;36;16;999;0;nonexistent;1.4;94.465;-41.8;4.962;5228.1;no;0
47;self-employed;married;university.degree;no;no;yes;cellular;jul;mon;83;4;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.962;5228.1;no;0
30;blue-collar;married;high.school;no;yes;no;cellular;jul;tue;144;4;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.961;5228.1;no;0
35;blue-collar;married;basic.6y;no;no;no;telephone;jun;fri;170;1;999;0;nonexistent;1.4;94.465;-41.8;4.959;5228.1;no;0
34;technician;married;high.school;no;yes;no;cellular;aug;thu;85;3;999;0;nonexistent;1.4;93.444;-36.1;4.9639999999999995;5228.1;no;0
36;blue-collar;married;unknown;unknown;yes;yes;telephone;may;wed;161;3;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191.0;no;0
56;housemaid;divorced;basic.4y;no;no;no;cellular;nov;thu;80;1;999;0;nonexistent;-0.1;93.2;-42.0;4.0760000000000005;5195.8;no;0
49;management;married;basic.9y;unknown;no;yes;cellular;jul;thu;8;16;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.968;5228.1;no;0
27;housemaid;married;high.school;no;yes;no;cellular;jul;fri;189;2;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;5228.1;no;0
38;blue-collar;single;basic.6y;no;yes;no;telephone;may;fri;331;6;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0;no;0
41;management;married;university.degree;no;yes;no;cellular;nov;mon;49;1;999;0;nonexistent;-0.1;93.2;-42.0;4.191;5195.8;no;0
44;admin.;married;university.degree;no;yes;no;cellular;jul;thu;604;1;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.962;5228.1;no;0
29;admin.;single;university.degree;unknown;no;no;cellular;aug;fri;521;2;999;0;nonexistent;1.4;93.444;-36.1;4.966;5228.1;no;0
38;technician;divorced;professional.course;no;yes;no;cellular;aug;fri;79;2;999;0;nonexistent;1.4;93.444;-36.1;4.963;5228.1;no;0
37;technician;single;professional.course;no;yes;no;cellular;nov;fri;347;1;999;1;failure;-0.1;93.2;-42.0;4.021;5195.8;no;0
43;blue-collar;married;basic.9y;no;no;no;cellular;jul;tue;111;5;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.961;5228.1;no;0
32;blue-collar;single;basic.6y;no;yes;no;cellular;may;fri;91;4;999;0;nonexistent;-1.8;92.89299999999999;-46.2;1.3130000000000002;5099.1;no;0
36;admin.;single;university.degree;no;yes;no;cellular;aug;thu;1217;2;999;0;nonexistent;1.4;93.444;-36.1;4.9639999999999995;5228.1;no;0
48;admin.;married;high.school;no;no;no;telephone;may;mon;357;1;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0;no;0
24;admin.;single;high.school;no;no;no;telephone;jun;tue;768;1;999;0;nonexistent;1.4;94.465;-41.8;4.864;5228.1;yes;1
56;retired;married;university.degree;no;no;no;cellular;aug;tue;634;3;999;1;failure;-1.7;94.027;-38.3;0.8859999999999999;4991.6;yes;1
35;blue-collar;married;high.school;unknown;no;no;cellular;apr;mon;29;3;999;1;failure;-1.8;93.075;-47.1;1.405;5099.1;no;0
40;technician;married;high.school;no;no;no;cellular;aug;mon;115;3;999;0;nonexistent;-2.9;92.20100000000001;-31.4;0.821;5076.2;no;0
36;admin.;single;high.school;no;no;no;cellular;may;wed;473;1;999;0;nonexistent;-1.8;92.89299999999999;-46.2;1.334;5099.1;no;0
48;management;married;university.degree;no;no;no;cellular;oct;wed;301;1;999;1;failure;-3.4;92.431;-26.9;0.74;5017.5;no;0
48;blue-collar;married;basic.9y;unknown;yes;yes;cellular;apr;thu;429;2;999;0;nonexistent;-1.8;93.075;-47.1;1.435;5099.1;no;0
71;retired;single;unknown;no;yes;no;cellular;apr;fri;188;3;999;0;nonexistent;-1.8;93.075;-47.1;1.405;5099.1;yes;1
40;admin.;married;basic.9y;no;no;yes;telephone;may;wed;145;2;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0;no;0
52;management;married;university.degree;no;no;no;cellular;aug;wed;206;1;999;1;failure;-2.9;92.20100000000001;-31.4;0.884;5076.2;no;0
33;technician;married;university.degree;no;unknown;unknown;telephone;jul;fri;203;1;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.959;5228.1;no;0
62;management;divorced;high.school;no;no;no;cellular;aug;mon;405;1;999;0;nonexistent;-2.9;92.20100000000001;-31.4;0.861;5076.2;yes;1
33;services;single;high.school;no;yes;no;cellular;may;thu;367;2;999;1;failure;-1.8;92.89299999999999;-46.2;1.266;5099.1;no;0
41;admin.;married;university.degree;no;yes;no;cellular;jul;tue;826;1;999;1;failure;-2.9;92.469;-33.6;1.044;5076.2;no;0
40;services;single;high.school;no;yes;no;cellular;may;tue;208;6;999;1;failure;-1.8;92.89299999999999;-46.2;1.291;5099.1;no;0
70;retired;married;basic.4y;no;yes;no;cellular;apr;wed;223;2;999;0;nonexistent;-1.8;93.075;-47.1;1.415;5099.1;yes;1
57;blue-collar;married;basic.6y;no;no;no;cellular;aug;wed;433;3;999;0;nonexistent;1.4;93.444;-36.1;4.967;5228.1;no;0
43;blue-collar;married;basic.4y;unknown;no;no;telephone;jun;wed;319;2;999;0;nonexistent;1.4;94.465;-41.8;4.962;5228.1;no;0
28;blue-collar;married;basic.6y;no;yes;yes;telephone;may;wed;482;2;999;0;nonexistent;1.1;93.994;-36.4;4.859;5191.0;no;0
31;unemployed;married;high.school;no;yes;yes;cellular;nov;thu;91;2;999;0;nonexistent;-0.1;93.2;-42.0;4.0760000000000005;5195.8;no;0
29;blue-collar;married;basic.9y;no;yes;yes;telephone;jul;fri;437;7;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;5228.1;no;0
29;technician;single;professional.course;no;no;no;cellular;nov;fri;530;1;999;1;failure;-0.1;93.2;-42.0;4.021;5195.8;yes;1
